ID,Sens_0mM_r1,Sens_0mM_r2,Sens_0mM_r3,Sens_15mM_r1,Sens_15mM_r2,Sens_15mM_r3,Tol_0mM_r1,Tol_0mM_r2,Tol_0mM_r3,Tol_15mM_r1,Tol_15mM_r2,Tol_15mM_r3
ESR40065,8.7708,8.6899,8.9702,8.9491,9.1929,8.8727,4.6189,4.5297,4.0698,4.2759,4.2452,4.7038
ESR41773,5.7981,6.669,6.2774,6.6559,6.7599,6.5022,2,2,2,2,2,2
ESR64072,3.7904,6.4228,5.4808,4.4697,5.6745,2.9889,6,11.3755,5.5246,5.5149,8.1044,7.379
ESR49476,7.1215,6.3541,6.7876,5.819,6.0312,6.3711,2.5146,2.9671,2.5429,2,2,2
ESR64360,5.8604,6.6404,6.5697,7.241,7.1821,6.4382,3.1926,2,2.9364,3.4044,2,2.5863
ESR38207,8.1514,7.4722,5.9103,10.359,8.6912,10.8154,7.4964,5.0289,4.8868,11.4003,8.6857,7.2327
ESR33143,10.2857,5.9035,7.539,7.316,5.0291,8.0115,5.1233,3.541,3.2453,5.8802,4.3809,3.8102
ESR65453,7.4402,7.084,7.3465,7.0122,6.6169,7.0008,3.8365,2.9671,2,3.4044,3.739,3.002
ESR37217,6.4929,6.3889,6.0003,5.535,6.1607,5.7343,2,2,2,2.6313,2,2
ESR37216,6.0861,4.582,5.8143,6.3338,5.8383,6.2643,2,2,2,2,2,2
ESR34416,6.5696,5.9035,7.8846,6.5666,6.458,7.3876,3.652,6.185,3.7157,11.4419,5.9538,5.7586
ESR42982,2,3.3198,3.2939,3.5933,3.0167,3.5701,6.8073,6.8184,6.9614,6.9376,6.8608,6.8112
ESR51947,2.6913,2.9982,2,2,2.5961,2.5776,5.1926,6.7938,6.1986,6.2976,6.3343,6.2133
ESR47584,6.2348,7.7244,5.0461,5.2592,6.865,4.8876,9.1366,10.7665,6.4303,5.4439,9.1894,8.7919
ESR56547,5.7328,6.3889,7.4299,6.7935,3.8312,6.679,3.4405,5.8449,2.9364,10.0769,6.3997,6.7318
ESR55098,10.0978,8.9506,6.9769,11.9396,10.5069,12.2591,9.4617,7.5642,7.502,13.0163,10.357,9.5157
ESR41775,2.6913,2,2,2,2.5961,2.5776,5.4405,6.0666,6.0867,6.1268,6.1566,5.8617
ESR58816,2,2,2,2.5892,2.5961,3.7915,6.1813,5.9377,6.3025,5.933,6.0384,5.8617
ESR40888,3.1567,2,4.4211,3.0063,3.342,5.3019,2,3.541,2,8.7847,3.739,2.5863
ESR33806,5.4378,9.291,6.1256,7.1207,8.9578,6.2643,10.391,11.5015,8.5647,6.9884,9.9965,8.8495
ESR49950,2,2,2,2,2,2,5.9608,5.3991,5.8784,5.6472,5.4356,5.3255
ESR53857,10.3632,5.1667,9.1432,7.202,6.6758,9.3999,5.0506,5.7457,4.6966,6.1268,6.6351,5.3255
ESR56545,5.5928,5.9966,6.2035,6.3338,3.6072,6.0235,2,4.8494,2.5429,9.0286,5.4967,5.8111
ESR49461,2.6913,2.9982,2.5695,2,2,2,5.4964,5.8449,6.007,6.2147,5.6657,5.9106
ESR38622,5.3535,7.8913,3.9649,5.5965,7.0322,5.0678,8.3725,9.9366,6.6562,5.5826,8.7245,8.7387
ESR33807,7.3561,10.3693,7.2022,8.3611,10.0555,7.1281,11.5682,12.5864,9.5848,8.0153,11.1609,9.8369
ESR38190,7.4402,5.4561,5.2798,4.0094,4.4867,4.7883,8.4803,8.1823,8.3871,8.2726,7.9602,8.4469
ESR41722,8.5893,8.2059,9.5569,9.3788,7.8008,9.1225,5.8365,5.5828,6.1986,11.9226,7.6866,7.7454
ESR45775,2,3.3198,2,2,3.342,2.5776,6.5145,6.0249,5.5808,5.3692,6.0384,5.2515
ESR61264,3.1567,5.1667,2,3.0063,4.4867,2.5776,6.215,7.2571,3.7157,2.6313,6.6351,5.7586
ESR33180,4.2292,4.319,3.5538,4.7111,3.8312,5.228,7.7004,7.8535,7.412,7.8467,7.2278,7.6622
ESR59092,6.453,5.8546,6.1256,5.6554,6.865,4.1526,2.5146,2.5631,4.4774,3.069,2.5535,2
ESR45027,5.7981,3.3198,5.7638,2,2,4.9805,7.0318,4.7505,2.9364,3.4044,2,2
ESR52672,3.1567,6.6404,3.774,4.1797,5.4897,2.5776,6.3725,8.4656,4.6966,3.905,7.0148,6.2517
ESR48130,3.7904,6.7244,4.959,7.5358,7.7741,2.5776,7.4964,6.46,8.5079,6.5884,7.4601,7.3438
ESR33179,3.7904,4.582,4.1336,4.0094,2.5961,4.5664,7.3525,7.202,7.1772,7.1971,7.2457,7.0039
ESR59050,2,4.1671,2,2,2.5961,2.9889,5.3219,5.6934,6.3355,5.1187,5.9538,6.1737
ESR37844,7.3988,10.5101,7.539,8.3611,9.3185,7.1482,10.8548,12.3312,9.0997,7.7905,11.1947,10.8713
ESR55340,5.6645,5.5203,5.542,5.0985,5.4897,5.5645,8.0191,8.5635,9.2371,9.2529,8.639,8.8682
ESR49640,2,4.4565,2.5695,3.0063,2.5961,2.5776,2.5146,7.9232,3.2453,3.069,5.6115,5.2515
ESR57639,5.0665,7.2819,4.6608,5.0985,6.8394,3.3086,8.1025,8.934,6.1623,4.5707,8.0341,7.1738
ESR44774,5.9203,5.0843,5.4808,4.9178,5.4224,5.228,2.5146,2,2,2,2,2
ESR42711,4.2292,4.582,4.2845,2.5892,4.8359,2.5776,7.2094,7.8415,5.0549,4.6982,7.2457,6.0482
ESR42365,5.4378,8.3002,4.7672,6.0118,6.7599,5.3722,8.4734,9.8586,6.3994,5.3692,8.87,8.5038
ESR58817,4.5651,3.9973,3.5538,3.5933,3.0167,4.3041,7.141,6.8184,6.8285,7.1309,6.8608,7.2134
ESR64985,5.0665,7.9737,5.206,5.535,6.6169,4.5664,8.3499,9.8526,6.7814,5.984,8.6048,8.4218
ESR49639,2.6913,2.9982,2.5695,2.5892,3.6072,2.9889,3.4405,7.275,2,2,5.6657,5.8617
ESR53300,7.1716,6.0841,6.7097,6.4714,6.424,7.1681,3.1926,3.9504,4.9733,4.1023,3.2647,2.5863
ESR54352,4.7077,4.582,4.1336,3.8163,3.8312,2.5776,6.6438,7.4107,6.8285,7.0132,6.6884,7.3258
ESR36964,2.6913,3.3198,3.5538,2,3.0167,2,6.6189,5.9377,5.5808,5.1187,5.9538,5.5272
ESR44199,7.5197,6.4884,5.8143,4.4697,6.6466,4.7883,8.5999,9.7603,5.8329,6.0332,8.9376,8.07
ESR35364,3.5081,5.0843,7.908,7.6847,8.1096,8.0115,9.0599,7.2571,6.125,8.4552,8.4436,8.862
ESR33167,9.0303,5.4561,7.6264,6.6267,5.6155,8.0115,5.0506,2.9671,4.4774,6.4861,5.1618,5.7586
ESR33662,6.0329,4.4565,4.1336,3.0063,4.3486,4.8876,6.893,8.8289,4.8868,4.1023,6.6884,6.8865
ESR54523,2.6913,3.3198,3.2939,4.0094,3.6072,3.3086,6.2479,6.2588,6.7814,6.376,6.3997,6.5274
ESR61614,4.4069,6.5815,3.5538,4.7111,5.4897,2.9889,6.8721,8.0219,5.3417,4.6982,7.154,7.6622
ESR40902,8.6786,8.1563,7.2397,11.6903,9.6404,11.5217,8.9137,7.202,7.8944,11.6855,9.6786,8.9109
ESR66306,2,5.1667,2.9767,3.5933,4.7286,3.7915,5.7004,6.8664,2.9364,2.6313,6.0789,6.3257
ESR33227,4.2292,3.5826,3.5538,3.0063,4.025,3.7915,5.3824,7.7291,4.9733,3.069,6.7398,7.07
ESR42364,3.7904,6.2445,4.4211,4.5954,5.7312,3.3086,6.974,8.074,5.1321,3.6763,7.6467,6.8619
ESR34674,4.8375,5.8546,5.6572,5.2592,5.1995,4.8876,3.1926,2,2.5429,2,2,2
ESR50874,4.0264,5.9035,2.9767,2.5892,5.1995,4.1526,6.8508,7.4895,4.3539,3.069,6.662,5.2515
ESR33839,2.6913,3.5826,3.774,2.5892,2,2.5776,5.7925,5.6934,5.7859,6.3374,5.4967,5.7586
ESR33577,7.22,5.0843,7.8242,5.8697,6.5554,7.3181,5.8365,6.9356,5.5808,11.3826,6.9938,7.0483
ESR59933,7.2436,9.4517,7.0419,7.7402,9.3045,6.8853,10.6909,11.6868,8.6059,7.1309,10.3975,9.1333
ESR41397,2,4.9038,2.5695,3.8163,4.025,3.5701,6.5145,7.0229,4.7949,2.6313,5.9967,5.091
ESR33713,6.2812,5.7515,5.7115,5.0985,5.4224,4.9805,3.1926,2,2.5429,2.6313,2.5535,2.5863
ESR58584,2.6913,4.8043,2,2.5892,3.8312,2,4.974,6.6086,3.9036,3.4044,5.9967,5.8617
ESR61947,5.7328,7.7379,5.4808,6.74,7.8271,4.7883,9.4792,9.9024,7.0831,5.7091,8.3475,6.9812
ESR36862,5.7981,4.4565,5.6572,5.2592,4.1959,4.4412,3.4405,3.2824,3.4996,9.0164,3.739,5.396
ESR33166,8.9174,5.9035,7.4299,6.8701,6.2795,8.0761,4.974,3.2824,4.4774,6.7736,5.1618,5.9106
ESR35426,4.0264,9.5121,7.554,9.5478,9.0774,8.9609,8.7906,9.5704,9.6154,8.1882,9.3511,9.3615
ESR52211,2,2,2,2,2,2,5.0506,4.942,5.5808,4.4308,5.0844,4.8108
ESR52725,8.2005,7.8038,7.258,10.6382,8.9814,11.2114,7.5235,6.8426,8.4488,11.697,9.0488,8.2424
ESR34772,3.7904,5.1667,5.6007,4.9178,5.7857,6.3363,4.8073,3.2824,3.9036,9.2684,4.0954,5.396
ESR55631,2,4.6974,3.9649,5.712,6.5554,2.9889,6.4872,5.5241,6.8742,5.3692,6.6351,6.4301
ESR61517,8.1762,6.8294,6.2774,8.9373,7.705,8.7328,6,3.7602,5.687,9.0646,6.7894,6.4301
ESR33296,5.264,8.2538,5.956,6.5356,7.5872,6.1884,9.4964,10.4335,8.1478,6.7736,9.1377,8.2231
ESR34770,4.9565,5.9966,6.7362,5.9186,6.5865,6.7065,5.3824,4.4052,4.3539,10.3119,5.4356,6.0912
ESR59201,7.9794,7.8913,7.7483,7.316,7.0984,7.6364,4.893,5.1109,4.4774,4.1023,4.5049,5.091
ESR35455,4.7077,6.5815,2.9767,6.8948,7.8782,4.5664,7.6272,6.551,8.0012,6.9632,7.4601,7.2893
ESR50466,2,2,2,2,2,2,4.5145,4.6444,4.8868,4.8154,5.0844,5.6476
ESR57710,6.7452,9.8912,7.2762,8.3162,9.0829,7.3002,10.3076,11.4093,8.6977,7.8189,10.6668,10.5451
ESR34598,6.9599,6.7779,6.8127,6.6845,6.424,6.8365,4.6189,3.7602,2.9364,4.6982,3.9282,3.5876
ESR48025,5.1686,7.7646,6.2774,5.7665,7.0095,5.6234,8.1813,10.1697,7.2131,5.4439,8.6725,8.4134
ESR32662,8.3493,11.18,8.3112,9.0568,10.0803,8.4698,11.4045,12.7557,10.1696,8.9603,11.5608,11.8266
ESR54703,5.5174,5.6405,6.1651,4.5954,4.025,5.3722,2.8931,2.9671,2.5429,2,2.5535,2
ESR56548,6.3696,6.4228,6.5697,6.2213,4.9358,6.5022,3.652,6.1466,2.9364,8.8886,6.1939,6.8865
ESR62531,4.5651,3.8048,3.774,7.3521,4.7286,4.8876,2,2.9671,2,4.9237,5.4356,5.5886
ESR46732,2.6913,5.5203,3.5538,2,5.0291,3.5701,6.1813,7.0647,4.9733,4.6982,5.9967,6.0912
ESR38004,7.922,7.1258,5.4808,10.0209,8.4252,9.9918,9.154,8.7414,8.9044,11.4293,9.7803,9.4999
ESR55607,3.7904,7.0409,4.4211,4.8181,6.0757,4.9805,7.5763,8.6552,6.007,5.6472,7.8475,7.5738
ESR51098,3.1567,2.5838,6.5097,5.3332,4.025,5.5645,2.8931,2,2,2,3.2647,2.5863
ESR33862,3.7904,6.8294,4.1336,7.4552,7.9635,4.5664,7.3972,6.7173,8.1478,5.7091,7.5636,7.2893
ESR57004,7.9794,10.8356,8.1236,8.8828,9.7474,8.3355,11.2465,12.4173,10.0602,8.6333,11.3537,11.4726
ESR35398,6.0861,2.9982,3.9649,2.5892,2.5961,3.3086,7.4547,3.7602,5.0549,5.5149,3.2647,3.5876
ESR59300,5.9777,4.4565,4.7672,5.535,4.6127,4.8876,7.8036,7.7029,8.0417,8.1329,7.4754,7.8494
ESR37197,2.6913,5.2447,2,3.5933,4.1959,3.3086,6.3115,6.9799,4.5912,3.069,5.8169,4.5883
ESR48450,3.1567,5.3187,2,3.0063,4.1959,3.3086,5.8365,7.378,4.3539,3.069,5.4356,5.0035
ESR54748,4.0264,5.7515,5.1283,5.011,4.8359,5.7343,7.5633,7.7802,8.1936,7.9906,7.5778,7.9812
ESR58882,4.0264,5.6971,6.5097,6.4043,6.5865,5.8372,6.431,5.2622,7.412,10.4654,6.5222,6.6477
ESR39055,4.0264,4.1671,2,8.1209,5.2777,2.5776,4.1468,4.5297,3.2453,4.1023,4.5049,4.4627
ESR41410,2.6913,4.9968,2.5695,2.5892,3.342,2.5776,5.7004,6.9356,3.4996,3.4044,5.9096,3.5876
ESR62691,4.2292,5.6405,2.9767,3.3295,4.6127,3.5701,6.4872,7.5496,5.2752,4.2759,6.9065,6.4957
ESR48858,2.6913,5.389,3.5538,4.0094,5.1995,4.6816,7.6764,6.5801,6.7076,5.4439,7.096,6.1331
ESR48908,6.5318,9.8038,7.3804,7.7805,8.4675,6.7859,9.7356,11.3108,8.5437,7.2605,9.6819,10.0374
ESR55003,4.9565,4.319,3.774,4.332,3.0167,4.1526,6.6189,7.7291,6.6298,5.984,6.8374,6.6763
ESR58087,4.5651,7.8038,5.4168,5.9186,6.7869,5.3722,7.9999,9.2331,6.9614,5.2071,8.1901,8.2986
ESR41776,2,2.5838,2.9767,2,2.5961,2,4.974,5.1109,5.3417,5.4439,4.6191,5.396
ESR59096,5.7981,5.389,5.1283,6.0993,6.1607,3.9833,3.4405,2,3.2453,3.4044,2.5535,2.5863
ESR65304,6.6425,5.9508,6.54,5.8697,5.7312,5.7867,3.1926,2,3.9036,4.6982,3.739,3.5876
ESR42360,6.6065,8.7243,6.5097,6.8195,7.2418,5.4392,9.2546,10.242,6.7076,6.684,9.0282,9.1537
ESR41537,2.6913,5.7515,4.2845,4.4697,5.4224,4.1526,6.5145,7.8888,6.1986,3.4044,6.2658,6.2517
ESR61820,2.6913,3.9973,2.5695,3.3295,3.6072,2,6.3423,5.3991,5.4662,3.4044,6.1182,5.4631
ESR62329,10.2218,9.3973,10.038,8.307,7.4248,9.7193,7.77,5.5241,9.1423,10.5939,7.2278,8.6113
ESR38933,5.4378,6.8039,6.7097,4.332,4.025,5.228,8.4453,9.1139,6.6562,6.0807,6.7143,6.5888
ESR52345,4.2292,4.9038,4.546,3.8163,5.4224,5.228,5.7472,8.41,4.4774,4.2759,7.0355,7.7319
ESR34329,2.6913,5.5203,4.1336,3.0063,4.8359,2.9889,5.7004,7.202,3.7157,3.6763,6.3997,5.8111
ESR33690,2,3.5826,2.5695,3.3295,3.6072,2,4.974,5.5828,5.4662,5.7684,5.4967,5.6476
ESR60070,5.5174,4.9038,4.4211,4.5954,4.7286,4.5664,2,2,2,2,2,2
ESR38300,5.7328,6.7514,6.447,3.8163,4.025,4.8876,8.2066,8.8289,6.5192,5.7684,6.1182,6.6186
ESR34418,4.0264,3.3198,5.956,5.1811,4.025,4.9805,4,4.6444,3.7157,8.8952,4.0954,5.0035
ESR51551,7.0958,2.9982,6.2409,4.8181,4.8359,5.7343,3.1926,2.5631,2.9364,3.069,3.739,3.8102
ESR33677,9.6093,7.084,8.1921,7.8067,6.8394,8.3267,5.1926,4.942,5.687,6.0332,5.3719,5.8617
ESR40320,2,2,2.9767,2,3.342,2.5776,4.5145,4.4052,4.8868,5.7684,5.4356,5.5886
ESR45425,8.4235,7.084,7.3118,5.7665,6.7044,5.9791,5.9608,9.9224,6.7814,8.2726,8.7991,9.9258
ESR59184,9.2675,8.3002,8.6046,7.7127,7.8008,7.7983,5.8365,5.9377,5.3417,5.6472,5.7179,5.0035
ESR35872,2.6913,4.319,2,2.5892,3.6072,2,4.8073,6.5801,4.0698,3.069,5.6115,5.091
ESR43953,3.1567,6.0841,4.1336,3.5933,6.1188,4.6816,6.7162,7.6762,4.9733,4.4308,6.9938,6.7043
ESR38772,7.0696,8.0733,7.7221,5.2592,5.6745,5.8861,9.4757,10.2466,7.545,7.3794,7.4447,8.2708
ESR42558,2.6913,2.5838,2.9767,2.5892,3.0167,2,4.893,5.7961,5.3417,6.1268,4.8235,4.9104
ESR47153,8.0209,10.2655,7.7741,8.3787,9.5209,7.6786,10.9163,11.8812,9.297,8.4,11.0697,10.8511
ESR43566,8.0877,9.8356,8.0199,8.2315,9.7161,7.3002,11.2424,11.9051,9.2759,7.9399,10.8225,9.5776
ESR35425,4.7077,9.6403,7.2211,9.692,9.3092,8.9379,8.8773,9.6377,9.6779,8.2098,9.2616,9.5078
ESR58818,5.264,5.1667,4.7672,4.5954,4.4867,5.3722,7.8256,7.378,7.5165,7.6239,7.8358,7.9228
ESR34768,2.6913,5.0843,5.206,5.3332,4.4867,4.8876,3.652,2.9671,4.2188,8.2623,3.5213,4.9104
ESR34431,2,4.1671,4.1336,4.4697,4.6127,3.7915,6.4594,6.5801,4.9733,3.4044,6.4313,6.4633
ESR57924,3.7904,6.2445,3.9649,4.332,5.4224,3.5701,6.3115,7.7161,4.8868,3.905,6.9938,6.8619
ESR66275,7.043,6.8294,5.4168,9.4345,6.9864,8.9947,6.8508,5.3323,5.7373,9.496,7.1349,6.4633
ESR56795,5.5174,7.2444,5.4168,6.0562,7.4755,5.7867,8.974,9.6446,6.3355,5.4439,8.3475,7.4302
ESR35183,4.4069,5.6405,3.2939,3.0063,5.3519,3.5701,6.7162,7.5199,5.5246,4.6982,6.7143,6.0912
ESR44644,4.5651,5.2447,4.7672,2,3.6072,2.5776,6,6.9129,4.9733,4.1023,6.2658,5.091
ESR66277,11.3877,10.2585,9.2108,12.5268,11.6368,12.8778,10.6267,9.6273,9.297,13.7717,11.3309,10.6443
ESR66069,3.1567,4.1671,2.5695,2,4.025,2,4.7162,6.6909,3.2453,2,5.0844,4.1731
ESR53815,8.9247,7.105,8.485,7.6705,6.6466,8.5402,5.7925,5.3323,5.7373,9.6964,6.9065,5.8111
ESR54039,6.6065,9.4393,7.2211,7.4216,8.4338,6.7065,9.7152,10.8555,8.4638,7.1754,9.8257,9.8337
ESR38203,8.6958,7.1664,6.6828,9.9579,8.2996,10.4756,8.8018,8.0637,8.4934,11.9982,9.4889,9.1384
ESR38773,5.264,5.9508,6.4787,4.0094,4.025,4.6816,8.0935,8.7479,5.8784,6.2147,6.2658,6.5274
ESR59353,2,5.0843,3.774,4.4697,4.4867,2.9889,5.7004,7.202,4.0698,3.6763,6.0384,5.7041
ESR39148,5.9203,6.7514,4.8663,4.7111,5.7312,3.5701,7.9508,8.3093,5.3417,4.4308,7.056,6.2892
ESR59670,2,2.5838,2.5695,2,2,2.5776,4,5.6934,5.1321,5.4439,3.739,4.8108
ESR54747,2.6913,3.5826,3.2939,3.0063,2,2.9889,4.974,4.7505,4.9733,6.5211,5.4356,5.9106
ESR53202,4.7077,6.2445,6.5988,6.5038,7.0095,6.0665,3.8365,3.541,4.7949,3.905,3.5213,3.002
ESR37766,5.1686,8.0945,5.6572,6.2598,6.7044,5.9333,8.327,9.4496,6.6821,6.2147,8.6987,8.8178
ESR48363,4.7077,6.1259,4.546,4.4697,5.4224,4.1526,7.9707,7.3445,7.502,6.4137,7.738,7.2893
ESR62777,7.8158,10.4414,7.9538,8.3699,9.1205,7.9667,10.7176,11.9058,9.4098,8.199,10.7428,10.9094
ESR60419,8.0209,7.1664,6.6274,9.5747,8.2808,9.7755,7.5763,5.7961,6.3678,10.3918,8.314,7.2134
ESR45763,4.5651,3.3198,3.2939,6.5356,7.2612,4.4412,2.8931,3.2824,2.5429,4.4308,3.739,3.8102
ESR64224,2,4.9968,2.5695,2.5892,4.025,2.5776,5.7004,6.396,4.2188,3.6763,5.5552,3.8102
ESR34160,6.1869,2.5838,5.542,3.5933,3.6072,3.3086,6.0752,7.1252,4.0698,3.4044,5.4967,4.7038
ESR35953,4.0264,4.9038,3.5538,4.332,5.938,3.9833,7.3824,6.7938,5.4053,2.6313,6.3997,5.396
ESR38043,2,2.5838,2,3.3295,3.342,2,5.0506,4.7505,5.2752,5.3692,4.9158,5.2515
ESR66821,8.2362,10.6653,8.1729,8.7606,9.6067,8.1176,10.9604,12.1678,9.6254,8.6649,11.1276,11.2638
ESR35400,6.2348,3.8048,5.0461,3.5933,4.025,4.7883,7.724,6.4284,6.8285,7.4354,5.9096,6.4633
ESR55387,3.1567,3.3198,3.9649,2.5892,2.5961,2.9889,6.3115,6.185,5.6349,5.1187,5.0844,5.4631
ESR33546,2,2,2,2.5892,2,3.5701,4.6189,4.5297,4.3539,4.8154,5.4967,5.3255
ESR33820,2.6913,2,2.5695,2,3.0167,2,5.2587,4.5297,4.9733,5.2904,4.5049,5.2515
ESR49689,7.9073,4.8043,5.4168,6.2213,3.6072,7.9438,4.974,4.6444,3.4996,4.9237,5.5552,5.2515
ESR41038,6.3261,8.5587,6.447,6.845,7.2222,6.5933,8.7681,10.4315,7.4426,6.1715,9.1232,9.1987
ESR65485,4.5651,5.6405,4.1336,4.1797,5.1995,3.9833,2,2,2.5429,2,2,2
ESR51280,4.7077,7.2819,4.7672,5.4037,6.0757,4.6816,8.0096,8.5852,6.1986,4.8154,7.3814,7.1537
ESR49460,2,2.9982,2,2,2,2.5776,5.4964,5.0289,4.8868,4.6982,4.2452,4.5883
ESR40906,10.101,9.9564,8.9758,12.2165,10.8755,12.2585,9.3638,8.1043,9.7097,12.6696,10.2917,9.9288
ESR32527,6.7779,7.3003,6.3129,6.0562,7.0095,5.5645,9.008,10.0656,6.6298,5.8254,8.793,7.7319
ESR33681,8.5233,8.2059,8.1336,7.895,7.9635,7.8236,10.7934,10.8284,10.4702,10.871,10.7333,10.7336
ESR34673,2,5.3187,4.4211,4.9178,4.7286,4.3041,2,2,2,2.6313,2,2
ESR38083,8.8727,10.4331,8.5902,8.7938,10.4082,8.3703,11.7313,12.6533,9.642,8.9085,11.5081,10.2567
ESR39374,4.4069,4.6974,2.9767,3.3295,4.025,2,4.974,6.8184,3.9036,2.6313,5.1618,5.958
ESR58766,3.5081,4.9968,4.2845,4.332,4.1959,3.9833,6.8292,7.3613,6.0867,6.7145,6.6077,6.9346
ESR51082,5.1686,7.7513,6.0851,5.712,6.7599,4.8876,8.1641,9.2054,7.0235,5.7684,8.1335,8.2231
ESR54335,6.9018,7.9851,5.956,5.535,6.4912,5.6234,8.431,9.8526,7.1953,6.1268,8.6857,8.3963
ESR36900,3.5081,2.5838,4.4211,4.1797,4.7286,4.1526,3.1926,2,3.9036,7.6077,4.8235,4.3251
ESR62948,3.1567,5.0843,2.9767,5.535,2,2.9889,5.7472,5.982,5.7859,4.1023,5.7179,4.9104
ESR59121,2,2.5838,2,2,2.5961,2,4.7162,5.3323,4.9733,4.2759,4.8235,4.5883
ESR51955,10.6636,8.8973,8.896,7.4216,8.7677,7.8361,10.5578,10.9095,8.6059,6.4504,10.2569,8.5738
ESR46949,8.1639,10.3047,7.9311,8.5043,9.5448,8.0655,10.8548,12.1332,9.6971,8.3426,10.7924,10.6992
ESR59486,3.5081,8.0839,6.2774,8.1313,7.8008,7.6786,7.3373,8.5192,7.9699,7.1533,8.1901,8.4878
ESR48039,4.8375,4.1671,2,2.5892,4.3486,2.5776,5.3824,6.8664,4.0698,3.4044,5.3719,4.4627
ESR55946,2.6913,3.3198,3.774,3.0063,4.3486,3.3086,5.652,4.6444,6.0867,6.1268,5.7683,6.5584
ESR35954,8.5039,6.9738,8.8177,7.3342,7.0095,8.1875,6.1468,6.8184,5.7373,10.9371,7.3975,7.1537
ESR35223,6.0329,6.282,5.4808,5.7665,5.6155,5.6799,7.7925,9.2377,7.6925,7.6239,8.3964,8.9049
ESR42219,3.1567,4.582,2.5695,3.5933,4.3486,2.9889,6.2801,6.7173,4.7949,3.905,6.1182,5.5886
ESR58962,9.2903,10.9316,9.2571,9.5823,10.8958,8.8296,12.287,13.0953,10.0992,9.2632,11.9581,10.977
ESR59384,11.0838,10.7294,10.9117,11.2061,10.925,11.0665,7.6397,7.9898,8.426,9.8992,8.4667,8.9465
ESR33348,3.5081,3.3198,2.5695,2.5892,4.025,3.7915,5.4405,5.8449,5.9654,6.2568,5.8169,5.396
ESR49026,4.0264,4.6974,3.2939,3.3295,3.8312,3.5701,6.7162,6.396,6.5477,4.2759,6.7398,5.2515
ESR54707,4.0264,4.9038,3.9649,3.3295,2,2.9889,4.4021,6.4284,5.4662,6.6528,5.1618,5.2515
ESR35992,6.5696,6.282,5.0461,8.3874,7.2992,8.8483,5.652,5.1109,5.687,9.0527,6.7894,6.7852
ESR61445,7.6313,8.8852,7.4136,7.7402,8.9637,6.7599,10.5644,11.0897,8.486,7.1081,9.9563,8.626
ESR40091,7.5766,6.8294,6.2035,4.7111,5.554,6.1489,7.6764,9.4999,6.7076,7.1309,8.7746,8.3349
ESR55516,2,2,2,2,2,2,5.2587,3.541,4.5912,3.6763,5.0026,4.7038
ESR39823,2.6913,3.8048,3.774,3.3295,3.6072,2.5776,5.602,5.8449,5.687,5.4439,6.3674,5.8111
ESR42493,8.1762,8.2444,7.5979,9.6635,9.2425,7.3706,5.8365,8.6136,5.687,8.6253,8.981,10.0647
ESR33928,2.6913,4.319,2.9767,3.0063,3.6072,3.9833,5.652,6.185,5.4053,5.0245,6.0384,6.5584
ESR54461,9.2027,8.8166,7.4777,11.1379,9.4509,11.0915,8.4166,7.2206,8.2379,11.2261,8.6791,8.6975
ESR44654,4.4069,3.3198,2,5.7665,2.5961,5.1501,2.5146,2.5631,2.9364,6.1268,3.9282,3.3243
ESR42549,7.7514,10.1049,7.9311,8.5202,9.1623,8.0548,10.8045,11.5684,9.2588,8.4731,10.9548,10.9756
ESR58902,5.6645,6.8039,6.0433,5.9659,2.5961,6.651,8.3575,6.2224,6.8515,6.4504,6.8136,7.2518
ESR59461,6.6775,6.041,5.3499,8.3961,7.7469,7.4212,4.893,6.46,3.2453,5.7684,6.0789,6.2517
ESR51956,9.2088,7.8668,7.8607,6.845,8.2325,6.9092,9.5336,9.9253,7.5308,5.0245,9.0385,7.6904
ESR59154,3.5081,7.7379,6.1651,7.9312,8.01,7.7463,7.226,8.4888,8.1754,7.1081,7.8937,8.1839
ESR54359,3.7904,2.5838,3.774,2,2,3.3086,5.4964,5.4629,4.8868,5.6472,4.8235,5.091
ESR37256,9.8589,9.7679,10.2386,9.9432,9.9004,9.7493,6.7162,8.1242,6.7572,11.0385,8.5909,9.0264
ESR53974,4.4069,4.319,2,5.5965,4.6127,6.2643,4.5145,3.2824,3.7157,7.0849,5.3052,4.003
ESR40317,2,2.9982,2.5695,3.0063,2,2.9889,5.7472,3.7602,5.1321,5.2071,5.1618,4.7038
ESR41749,2,2,3.2939,6.4382,4.8359,3.5701,2.5146,3.7602,2.9364,2.6313,3.739,5.2515
ESR63049,4.9565,4.9038,2,2.5892,3.8312,4.1526,5.8365,6.7688,5.7373,4.6982,3.9282,5.1735
ESR44398,3.1567,3.9973,2,6.6845,4.3486,6.3008,4.8073,3.9504,4.0698,6.2568,4.6191,4.9104
ESR45159,6.0861,5.9508,6.0003,6.4714,7.7191,5.3722,7.8036,8.3772,6.8965,10.3044,7.6866,7.07
ESR38628,3.5081,5.0843,3.774,3.0063,4.9358,3.3086,6.6683,6.7173,4.7949,4.1023,6.5512,5.8617
ESR45451,3.1567,2.5838,3.9649,2,2,2,5.3219,5.0289,5.4662,5.1187,3.2647,3.3243
ESR39319,8.1006,7.5663,7.258,6.6845,6.9629,6.4706,9.8553,10.5901,7.6797,6.8304,9.3593,8.8113
